transactionid,date,customerid,gender,productname,category,subcategory,region,quantity,unitprice,costprice,discount,revenue,cost,profit
T02608,04-11-2024,C065,F,Book Television,Electronics,Television,North,5,1952.65,1451.27,0.1,8786.925,7256.35,1530.575
T02533,15-04-2024,C129,M,Book Television,Electronics,Television,South,5,1952.65,1451.27,0.15,8298.7625,7256.35,1042.4125
T02419,24-08-2025,C145,F,Book Television,Electronics,Television,East,2,1952.65,1451.27,0.1,3514.77,2902.54,612.23
T02365,14-05-2024,C073,F,Book Television,Electronics,Television,East,2,1952.65,1451.27,0,3905.3,2902.54,1002.76
T02360,22-07-2025,C071,M,Book Television,Electronics,Television,North,5,1952.65,1451.27,0,9763.25,7256.35,2506.9
T02333,18-07-2025,C043,M,Book Television,Electronics,Television,South,4,1952.65,1451.27,0.1,7029.54,5805.08,1224.46
T02302,25-02-2025,C120,F,Book Television,Electronics,Television,South,3,1952.65,1451.27,0.15,4979.2575,4353.81,625.4475
T02273,06-04-2025,C106,F,Book Television,Electronics,Television,East,5,1952.65,1451.27,0,9763.25,7256.35,2506.9
T02220,22-09-2023,C077,F,Book Television,Electronics,Television,North,4,1952.65,1451.27,0.05,7420.07,5805.08,1614.99
T02198,19-03-2024,C103,F,Book Television,Electronics,Television,South,3,1952.65,1451.27,0.1,5272.155,4353.81,918.345
T02138,20-01-2024,C029,M,Book Television,Electronics,Television,South,3,1952.65,1451.27,0,5857.95,4353.81,1504.14
T02128,20-12-2024,C119,M,Book Television,Electronics,Television,West,2,1952.65,1451.27,0.15,3319.505,2902.54,416.965
T01992,07-11-2024,C022,M,Book Television,Electronics,Television,East,4,1952.65,1451.27,0.05,7420.07,5805.08,1614.99
T01933,24-06-2025,C085,M,Book Television,Electronics,Television,West,3,1952.65,1451.27,0.1,5272.155,4353.81,918.345
T01874,12-01-2024,C045,M,Book Television,Electronics,Television,East,3,1952.65,1451.27,0.15,4979.2575,4353.81,625.4475
T01851,02-05-2025,C180,F,Book Television,Electronics,Television,South,4,1952.65,1451.27,0.15,6639.01,5805.08,833.93
T01819,11-11-2024,C029,M,Book Television,Electronics,Television,South,3,1952.65,1451.27,0.05,5565.0525,4353.81,1211.2425
T01802,22-06-2024,C085,M,Book Television,Electronics,Television,South,1,1952.65,1451.27,0.15,1659.7525,1451.27,208.4825
T01720,24-08-2025,C119,M,Book Television,Electronics,Television,South,1,1952.65,1451.27,0.15,1659.7525,1451.27,208.4825
T01677,15-11-2023,C110,F,Book Television,Electronics,Television,North,4,1952.65,1451.27,0.15,6639.01,5805.08,833.93
T01645,22-10-2023,C061,M,Book Television,Electronics,Television,East,5,1952.65,1451.27,0,9763.25,7256.35,2506.9
T01602,03-02-2024,C154,M,Book Television,Electronics,Television,West,1,1952.65,1451.27,0.05,1855.0175,1451.27,403.7475
T01560,30-04-2025,C031,F,Book Television,Electronics,Television,West,3,1952.65,1451.27,0.1,5272.155,4353.81,918.345
T01543,09-02-2025,C199,F,Book Television,Electronics,Television,West,4,1952.65,1451.27,0,7810.6,5805.08,2005.52
T01488,10-07-2024,C151,M,Book Television,Electronics,Television,North,4,1952.65,1451.27,0.1,7029.54,5805.08,1224.46
T01385,15-02-2024,C126,M,Book Television,Electronics,Television,South,2,1952.65,1451.27,0.1,3514.77,2902.54,612.23
T01298,27-06-2025,C197,M,Book Television,Electronics,Television,West,2,1952.65,1451.27,0,3905.3,2902.54,1002.76
T01231,23-05-2024,C002,M,Book Television,Electronics,Television,East,2,1952.65,1451.27,0.05,3710.035,2902.54,807.495
T01198,11-07-2025,C168,M,Book Television,Electronics,Television,South,1,1952.65,1451.27,0.15,1659.7525,1451.27,208.4825
T01186,22-12-2024,C153,F,Book Television,Electronics,Television,East,5,1952.65,1451.27,0,9763.25,7256.35,2506.9
T01136,13-03-2025,C127,F,Book Television,Electronics,Television,South,1,1952.65,1451.27,0.05,1855.0175,1451.27,403.7475
T01066,08-03-2025,C034,F,Book Television,Electronics,Television,East,1,1952.65,1451.27,0.1,1757.385,1451.27,306.115
T01031,27-03-2024,C062,M,Book Television,Electronics,Television,East,2,1952.65,1451.27,0.15,3319.505,2902.54,416.965
T01000,12-08-2025,C139,M,Book Television,Electronics,Television,East,2,1952.65,1451.27,0.1,3514.77,2902.54,612.23
T00972,17-03-2025,C135,M,Book Television,Electronics,Television,East,5,1952.65,1451.27,0.1,8786.925,7256.35,1530.575
T00937,11-02-2024,C005,M,Book Television,Electronics,Television,East,1,1952.65,1451.27,0,1952.65,1451.27,501.38
T00865,19-11-2023,C041,F,Book Television,Electronics,Television,South,3,1952.65,1451.27,0.15,4979.2575,4353.81,625.4475
T00797,20-09-2023,C166,F,Book Television,Electronics,Television,East,2,1952.65,1451.27,0.05,3710.035,2902.54,807.495
T00746,01-03-2025,C002,M,Book Television,Electronics,Television,East,1,1952.65,1451.27,0.15,1659.7525,1451.27,208.4825
T00740,08-10-2023,C180,F,Book Television,Electronics,Television,South,1,1952.65,1451.27,0.05,1855.0175,1451.27,403.7475
T00726,26-05-2024,C170,F,Book Television,Electronics,Television,East,4,1952.65,1451.27,0.1,7029.54,5805.08,1224.46
T00646,18-03-2025,C087,F,Book Television,Electronics,Television,West,3,1952.65,1451.27,0.1,5272.155,4353.81,918.345
T00642,01-04-2024,C068,F,Book Television,Electronics,Television,North,4,1952.65,1451.27,0.15,6639.01,5805.08,833.93
T00577,05-01-2025,C091,M,Book Television,Electronics,Television,East,2,1952.65,1451.27,0.1,3514.77,2902.54,612.23
T00569,27-07-2024,C045,M,Book Television,Electronics,Television,South,4,1952.65,1451.27,0.15,6639.01,5805.08,833.93
T00409,21-01-2025,C135,M,Book Television,Electronics,Television,East,2,1952.65,1451.27,0.05,3710.035,2902.54,807.495
T00383,26-02-2025,C058,M,Book Television,Electronics,Television,West,2,1952.65,1451.27,0.15,3319.505,2902.54,416.965
T00342,08-07-2025,C073,F,Book Television,Electronics,Television,North,5,1952.65,1451.27,0.15,8298.7625,7256.35,1042.4125
T00323,25-04-2025,C170,F,Book Television,Electronics,Television,North,5,1952.65,1451.27,0.15,8298.7625,7256.35,1042.4125
T00264,19-02-2025,C009,F,Book Television,Electronics,Television,East,1,1952.65,1451.27,0.05,1855.0175,1451.27,403.7475
T00250,08-07-2025,C017,F,Book Television,Electronics,Television,North,1,1952.65,1451.27,0.1,1757.385,1451.27,306.115
T00136,12-07-2024,C068,F,Book Television,Electronics,Television,East,1,1952.65,1451.27,0.15,1659.7525,1451.27,208.4825
T00118,01-07-2024,C045,M,Book Television,Electronics,Television,South,5,1952.65,1451.27,0.15,8298.7625,7256.35,1042.4125
T00034,13-11-2023,C021,M,Book Television,Electronics,Television,North,1,1952.65,1451.27,0,1952.65,1451.27,501.38
T04978,26-10-2024,C182,M,Stage Footwear,Fashion,Footwear,West,1,366.93,285.23,0.05,348.5835,285.23,63.3535
T04756,11-11-2024,C075,M,Stage Footwear,Fashion,Footwear,East,3,366.93,285.23,0.15,935.6715,855.69,79.9815
T04656,26-05-2025,C030,M,Stage Footwear,Fashion,Footwear,East,2,366.93,285.23,0.1,660.474,570.46,90.014
T04593,23-07-2025,C093,M,Stage Footwear,Fashion,Footwear,North,3,366.93,285.23,0.15,935.6715,855.69,79.9815
T04563,24-09-2023,C101,F,Stage Footwear,Fashion,Footwear,East,1,366.93,285.23,0.15,311.8905,285.23,26.6605
T04510,09-09-2024,C007,M,Stage Footwear,Fashion,Footwear,South,5,366.93,285.23,0,1834.65,1426.15,408.5
T04483,20-12-2024,C005,M,Stage Footwear,Fashion,Footwear,East,3,366.93,285.23,0,1100.79,855.69,245.1
T04270,23-05-2024,C075,M,Stage Footwear,Fashion,Footwear,East,5,366.93,285.23,0,1834.65,1426.15,408.5
T04117,14-08-2025,C102,F,Stage Footwear,Fashion,Footwear,East,5,366.93,285.23,0.05,1742.9175,1426.15,316.7675
T04097,21-08-2025,C073,F,Stage Footwear,Fashion,Footwear,East,4,366.93,285.23,0.1,1320.948,1140.92,180.028
T03921,06-01-2025,C089,F,Stage Footwear,Fashion,Footwear,East,3,366.93,285.23,0.1,990.711,855.69,135.021
T03842,13-05-2024,C139,M,Stage Footwear,Fashion,Footwear,North,5,366.93,285.23,0,1834.65,1426.15,408.5
T03750,29-01-2025,C030,M,Stage Footwear,Fashion,Footwear,South,4,366.93,285.23,0,1467.72,1140.92,326.8
T03666,05-10-2023,C021,M,Stage Footwear,Fashion,Footwear,South,3,366.93,285.23,0.1,990.711,855.69,135.021
T03563,22-11-2023,C086,F,Stage Footwear,Fashion,Footwear,South,2,366.93,285.23,0,733.86,570.46,163.4
T03483,21-02-2025,C098,F,Stage Footwear,Fashion,Footwear,South,2,366.93,285.23,0.15,623.781,570.46,53.321
T03465,19-02-2024,C021,M,Stage Footwear,Fashion,Footwear,East,5,366.93,285.23,0.1,1651.185,1426.15,225.035
T03419,23-03-2024,C094,M,Stage Footwear,Fashion,Footwear,South,3,366.93,285.23,0.05,1045.7505,855.69,190.0605
T03383,23-04-2024,C194,M,Stage Footwear,Fashion,Footwear,East,3,366.93,285.23,0.15,935.6715,855.69,79.9815
T03311,03-10-2024,C185,F,Stage Footwear,Fashion,Footwear,North,3,366.93,285.23,0.1,990.711,855.69,135.021
T03253,10-09-2024,C171,M,Stage Footwear,Fashion,Footwear,West,3,366.93,285.23,0.15,935.6715,855.69,79.9815
T03248,10-09-2023,C194,M,Stage Footwear,Fashion,Footwear,North,1,366.93,285.23,0.15,311.8905,285.23,26.6605
T03179,24-11-2024,C014,M,Stage Footwear,Fashion,Footwear,East,3,366.93,285.23,0.1,990.711,855.69,135.021
T03147,02-05-2024,C030,M,Stage Footwear,Fashion,Footwear,East,4,366.93,285.23,0.15,1247.562,1140.92,106.642
T03116,18-07-2024,C156,M,Stage Footwear,Fashion,Footwear,East,3,366.93,285.23,0.05,1045.7505,855.69,190.0605
T03061,01-01-2024,C144,F,Stage Footwear,Fashion,Footwear,South,2,366.93,285.23,0.05,697.167,570.46,126.707
T03042,09-10-2024,C025,F,Stage Footwear,Fashion,Footwear,South,2,366.93,285.23,0,733.86,570.46,163.4
T03040,08-07-2025,C062,M,Stage Footwear,Fashion,Footwear,East,4,366.93,285.23,0,1467.72,1140.92,326.8
T03021,16-02-2024,C066,F,Stage Footwear,Fashion,Footwear,East,2,366.93,285.23,0.05,697.167,570.46,126.707
T02962,10-09-2024,C166,F,Stage Footwear,Fashion,Footwear,West,4,366.93,285.23,0.05,1394.334,1140.92,253.414
T02951,20-01-2024,C153,F,Stage Footwear,Fashion,Footwear,East,1,366.93,285.23,0.1,330.237,285.23,45.007
T02939,22-12-2023,C064,F,Stage Footwear,Fashion,Footwear,East,3,366.93,285.23,0.05,1045.7505,855.69,190.0605
T02903,02-03-2025,C191,F,Stage Footwear,Fashion,Footwear,South,2,366.93,285.23,0,733.86,570.46,163.4
T02888,01-04-2025,C180,F,Stage Footwear,Fashion,Footwear,West,3,366.93,285.23,0.15,935.6715,855.69,79.9815
T02840,29-01-2025,C113,M,Stage Footwear,Fashion,Footwear,South,2,366.93,285.23,0.1,660.474,570.46,90.014
T02829,16-09-2024,C102,F,Stage Footwear,Fashion,Footwear,East,1,366.93,285.23,0.15,311.8905,285.23,26.6605
T02788,23-06-2024,C087,F,Stage Footwear,Fashion,Footwear,North,1,366.93,285.23,0.1,330.237,285.23,45.007
T02730,03-02-2025,C164,M,Stage Footwear,Fashion,Footwear,South,3,366.93,285.23,0.1,990.711,855.69,135.021
T02725,07-08-2024,C040,M,Stage Footwear,Fashion,Footwear,South,3,366.93,285.23,0.1,990.711,855.69,135.021
T02686,01-05-2025,C108,M,Stage Footwear,Fashion,Footwear,South,1,366.93,285.23,0.15,311.8905,285.23,26.6605
T02563,29-07-2025,C118,M,Stage Footwear,Fashion,Footwear,West,2,366.93,285.23,0.05,697.167,570.46,126.707
T02536,13-05-2024,C069,M,Stage Footwear,Fashion,Footwear,North,5,366.93,285.23,0.1,1651.185,1426.15,225.035
T02530,24-05-2025,C050,M,Stage Footwear,Fashion,Footwear,East,3,366.93,285.23,0.1,990.711,855.69,135.021
T02514,07-09-2024,C029,M,Stage Footwear,Fashion,Footwear,East,4,366.93,285.23,0.15,1247.562,1140.92,106.642
T02510,07-06-2024,C082,M,Stage Footwear,Fashion,Footwear,East,5,366.93,285.23,0.15,1559.4525,1426.15,133.3025
T02458,28-04-2025,C050,M,Stage Footwear,Fashion,Footwear,East,2,366.93,285.23,0.1,660.474,570.46,90.014
T02400,08-03-2025,C005,M,Stage Footwear,Fashion,Footwear,North,4,366.93,285.23,0.1,1320.948,1140.92,180.028
T02334,18-10-2023,C191,F,Stage Footwear,Fashion,Footwear,South,2,366.93,285.23,0,733.86,570.46,163.4
T02298,13-11-2023,C087,F,Stage Footwear,Fashion,Footwear,East,4,366.93,285.23,0,1467.72,1140.92,326.8
T02290,28-08-2024,C058,M,Stage Footwear,Fashion,Footwear,East,4,366.93,285.23,0.05,1394.334,1140.92,253.414
T02261,16-01-2025,C053,F,Stage Footwear,Fashion,Footwear,East,3,366.93,285.23,0,1100.79,855.69,245.1
T02259,22-11-2024,C068,F,Stage Footwear,Fashion,Footwear,South,1,366.93,285.23,0.1,330.237,285.23,45.007
T02122,14-04-2024,C144,F,Stage Footwear,Fashion,Footwear,West,5,366.93,285.23,0,1834.65,1426.15,408.5
T02091,10-05-2025,C198,M,Stage Footwear,Fashion,Footwear,West,1,366.93,285.23,0.1,330.237,285.23,45.007
T02072,29-06-2025,C027,M,Stage Footwear,Fashion,Footwear,North,5,366.93,285.23,0,1834.65,1426.15,408.5
T02002,29-12-2024,C146,F,Stage Footwear,Fashion,Footwear,North,2,366.93,285.23,0.05,697.167,570.46,126.707
T01956,01-03-2025,C092,F,Stage Footwear,Fashion,Footwear,East,3,366.93,285.23,0.05,1045.7505,855.69,190.0605
T01934,23-06-2024,C167,F,Stage Footwear,Fashion,Footwear,West,2,366.93,285.23,0.15,623.781,570.46,53.321
T01844,20-11-2024,C168,M,Stage Footwear,Fashion,Footwear,North,1,366.93,285.23,0.15,311.8905,285.23,26.6605
T01788,08-04-2024,C199,F,Stage Footwear,Fashion,Footwear,North,5,366.93,285.23,0.15,1559.4525,1426.15,133.3025
T01780,02-02-2025,C175,M,Stage Footwear,Fashion,Footwear,East,3,366.93,285.23,0.05,1045.7505,855.69,190.0605
T01676,28-01-2025,C059,F,Stage Footwear,Fashion,Footwear,East,1,366.93,285.23,0.15,311.8905,285.23,26.6605
T01646,27-12-2023,C089,F,Stage Footwear,Fashion,Footwear,East,2,366.93,285.23,0.05,697.167,570.46,126.707
T01551,04-12-2024,C016,M,Stage Footwear,Fashion,Footwear,North,2,366.93,285.23,0.15,623.781,570.46,53.321
T01549,24-07-2025,C200,M,Stage Footwear,Fashion,Footwear,West,4,366.93,285.23,0,1467.72,1140.92,326.8
T01466,10-03-2024,C182,M,Stage Footwear,Fashion,Footwear,North,4,366.93,285.23,0.1,1320.948,1140.92,180.028
T01424,05-06-2024,C117,F,Stage Footwear,Fashion,Footwear,South,1,366.93,285.23,0.05,348.5835,285.23,63.3535
T01282,29-08-2025,C078,M,Stage Footwear,Fashion,Footwear,East,2,366.93,285.23,0.1,660.474,570.46,90.014
T01232,27-07-2025,C136,M,Stage Footwear,Fashion,Footwear,South,5,366.93,285.23,0.1,1651.185,1426.15,225.035
T01156,28-01-2024,C177,F,Stage Footwear,Fashion,Footwear,South,2,366.93,285.23,0.1,660.474,570.46,90.014
T01086,04-04-2025,C189,M,Stage Footwear,Fashion,Footwear,East,5,366.93,285.23,0.15,1559.4525,1426.15,133.3025
T01061,28-09-2024,C187,M,Stage Footwear,Fashion,Footwear,East,5,366.93,285.23,0.05,1742.9175,1426.15,316.7675
T00955,08-05-2024,C195,F,Stage Footwear,Fashion,Footwear,South,1,366.93,285.23,0.1,330.237,285.23,45.007
T00908,08-11-2023,C162,M,Stage Footwear,Fashion,Footwear,East,2,366.93,285.23,0.1,660.474,570.46,90.014
T00882,08-12-2024,C052,F,Stage Footwear,Fashion,Footwear,East,5,366.93,285.23,0.1,1651.185,1426.15,225.035
T00871,21-11-2024,C088,F,Stage Footwear,Fashion,Footwear,South,5,366.93,285.23,0.1,1651.185,1426.15,225.035
T00841,25-10-2024,C137,M,Stage Footwear,Fashion,Footwear,East,1,366.93,285.23,0,366.93,285.23,81.7
T00833,16-10-2024,C043,M,Stage Footwear,Fashion,Footwear,West,2,366.93,285.23,0.15,623.781,570.46,53.321
T00826,15-11-2023,C113,M,Stage Footwear,Fashion,Footwear,East,2,366.93,285.23,0,733.86,570.46,163.4
T00784,27-06-2025,C118,M,Stage Footwear,Fashion,Footwear,West,1,366.93,285.23,0,366.93,285.23,81.7
T00719,24-07-2025,C029,M,Stage Footwear,Fashion,Footwear,East,1,366.93,285.23,0.05,348.5835,285.23,63.3535
T00708,25-11-2024,C141,F,Stage Footwear,Fashion,Footwear,North,2,366.93,285.23,0.15,623.781,570.46,53.321
T00673,16-03-2024,C186,F,Stage Footwear,Fashion,Footwear,East,5,366.93,285.23,0.15,1559.4525,1426.15,133.3025
T00641,14-02-2024,C145,F,Stage Footwear,Fashion,Footwear,South,3,366.93,285.23,0.1,990.711,855.69,135.021
T00625,07-12-2023,C126,M,Stage Footwear,Fashion,Footwear,West,1,366.93,285.23,0.15,311.8905,285.23,26.6605
T00516,02-12-2023,C158,M,Stage Footwear,Fashion,Footwear,North,2,366.93,285.23,0,733.86,570.46,163.4
T00463,09-11-2024,C133,M,Stage Footwear,Fashion,Footwear,East,5,366.93,285.23,0.05,1742.9175,1426.15,316.7675
T00449,02-01-2025,C036,M,Stage Footwear,Fashion,Footwear,West,2,366.93,285.23,0.1,660.474,570.46,90.014
T00313,19-12-2024,C157,M,Stage Footwear,Fashion,Footwear,West,2,366.93,285.23,0.15,623.781,570.46,53.321
T00232,26-01-2025,C102,F,Stage Footwear,Fashion,Footwear,East,3,366.93,285.23,0.05,1045.7505,855.69,190.0605
T00167,22-10-2023,C081,F,Stage Footwear,Fashion,Footwear,West,3,366.93,285.23,0.05,1045.7505,855.69,190.0605
T00115,13-06-2025,C008,M,Stage Footwear,Fashion,Footwear,South,3,366.93,285.23,0,1100.79,855.69,245.1
T00097,16-03-2024,C128,F,Stage Footwear,Fashion,Footwear,West,5,366.93,285.23,0.1,1651.185,1426.15,225.035
T00084,28-05-2025,C148,F,Stage Footwear,Fashion,Footwear,South,2,366.93,285.23,0.15,623.781,570.46,53.321
T04996,14-08-2025,C050,M,Church Clothing,Fashion,Clothing,East,5,540.94,398.25,0.1,2434.23,1991.25,442.98
T04986,21-09-2023,C134,F,Church Clothing,Fashion,Clothing,East,5,540.94,398.25,0.15,2298.995,1991.25,307.745
T04974,21-10-2024,C114,F,Church Clothing,Fashion,Clothing,South,2,540.94,398.25,0.1,973.692,796.5,177.192
T04666,31-01-2024,C051,F,Church Clothing,Fashion,Clothing,South,4,540.94,398.25,0.15,1839.196,1593,246.196
T04646,11-04-2025,C116,M,Church Clothing,Fashion,Clothing,South,5,540.94,398.25,0.15,2298.995,1991.25,307.745
T04641,28-05-2024,C090,M,Church Clothing,Fashion,Clothing,South,3,540.94,398.25,0.15,1379.397,1194.75,184.647
T04443,23-12-2023,C037,F,Church Clothing,Fashion,Clothing,West,2,540.94,398.25,0.05,1027.786,796.5,231.286
T04423,28-06-2025,C177,F,Church Clothing,Fashion,Clothing,North,2,540.94,398.25,0,1081.88,796.5,285.38
T04382,01-10-2023,C046,M,Church Clothing,Fashion,Clothing,East,1,540.94,398.25,0.15,459.799,398.25,61.549
T04328,22-07-2024,C081,F,Church Clothing,Fashion,Clothing,East,1,540.94,398.25,0.15,459.799,398.25,61.549
T04292,26-10-2024,C071,M,Church Clothing,Fashion,Clothing,West,4,540.94,398.25,0.15,1839.196,1593,246.196
T04279,02-12-2024,C068,F,Church Clothing,Fashion,Clothing,South,5,540.94,398.25,0.1,2434.23,1991.25,442.98
T04192,15-08-2025,C004,M,Church Clothing,Fashion,Clothing,West,4,540.94,398.25,0,2163.76,1593,570.76
T04182,21-04-2025,C027,M,Church Clothing,Fashion,Clothing,East,5,540.94,398.25,0.1,2434.23,1991.25,442.98
T04156,06-03-2025,C059,F,Church Clothing,Fashion,Clothing,South,2,540.94,398.25,0.05,1027.786,796.5,231.286
T04137,03-06-2025,C067,M,Church Clothing,Fashion,Clothing,West,4,540.94,398.25,0.15,1839.196,1593,246.196
T04071,30-09-2023,C103,F,Church Clothing,Fashion,Clothing,South,5,540.94,398.25,0.1,2434.23,1991.25,442.98
T04033,10-07-2024,C120,F,Church Clothing,Fashion,Clothing,South,1,540.94,398.25,0.1,486.846,398.25,88.596
T03984,14-02-2024,C104,M,Church Clothing,Fashion,Clothing,East,3,540.94,398.25,0.15,1379.397,1194.75,184.647
T03951,09-12-2023,C049,M,Church Clothing,Fashion,Clothing,North,2,540.94,398.25,0,1081.88,796.5,285.38
T03892,21-05-2024,C046,M,Church Clothing,Fashion,Clothing,West,2,540.94,398.25,0.15,919.598,796.5,123.098
T03860,27-01-2024,C125,M,Church Clothing,Fashion,Clothing,South,3,540.94,398.25,0.15,1379.397,1194.75,184.647
T03832,30-10-2023,C020,F,Church Clothing,Fashion,Clothing,West,1,540.94,398.25,0,540.94,398.25,142.69
T03798,26-07-2024,C156,M,Church Clothing,Fashion,Clothing,East,3,540.94,398.25,0.05,1541.679,1194.75,346.929
T03766,02-11-2023,C087,F,Church Clothing,Fashion,Clothing,West,1,540.94,398.25,0,540.94,398.25,142.69
T03676,13-08-2024,C069,M,Church Clothing,Fashion,Clothing,North,4,540.94,398.25,0.15,1839.196,1593,246.196
T03658,30-07-2025,C189,M,Church Clothing,Fashion,Clothing,North,5,540.94,398.25,0.05,2569.465,1991.25,578.215
T03596,18-08-2025,C082,M,Church Clothing,Fashion,Clothing,East,3,540.94,398.25,0.1,1460.538,1194.75,265.788
T03525,28-03-2024,C179,F,Church Clothing,Fashion,Clothing,West,1,540.94,398.25,0.1,486.846,398.25,88.596
T03509,09-02-2024,C146,F,Church Clothing,Fashion,Clothing,North,4,540.94,398.25,0,2163.76,1593,570.76
T03449,14-02-2025,C144,F,Church Clothing,Fashion,Clothing,East,5,540.94,398.25,0.05,2569.465,1991.25,578.215
T03445,18-04-2025,C199,F,Church Clothing,Fashion,Clothing,North,4,540.94,398.25,0,2163.76,1593,570.76
T03402,04-06-2024,C193,F,Church Clothing,Fashion,Clothing,East,5,540.94,398.25,0.15,2298.995,1991.25,307.745
T03370,17-01-2024,C083,F,Church Clothing,Fashion,Clothing,West,1,540.94,398.25,0.1,486.846,398.25,88.596
T03344,17-07-2024,C024,F,Church Clothing,Fashion,Clothing,East,1,540.94,398.25,0.05,513.893,398.25,115.643
T03261,20-03-2024,C136,M,Church Clothing,Fashion,Clothing,West,1,540.94,398.25,0.15,459.799,398.25,61.549
T03088,22-11-2024,C053,F,Church Clothing,Fashion,Clothing,North,5,540.94,398.25,0.05,2569.465,1991.25,578.215
T03070,17-11-2024,C161,M,Church Clothing,Fashion,Clothing,North,3,540.94,398.25,0.05,1541.679,1194.75,346.929
T03064,18-04-2024,C150,M,Church Clothing,Fashion,Clothing,East,1,540.94,398.25,0.1,486.846,398.25,88.596
T02988,04-05-2025,C131,M,Church Clothing,Fashion,Clothing,South,3,540.94,398.25,0,1622.82,1194.75,428.07
T02890,07-11-2024,C086,F,Church Clothing,Fashion,Clothing,East,1,540.94,398.25,0.05,513.893,398.25,115.643
T02858,01-01-2024,C035,F,Church Clothing,Fashion,Clothing,East,2,540.94,398.25,0.05,1027.786,796.5,231.286
T02775,01-07-2025,C183,M,Church Clothing,Fashion,Clothing,East,4,540.94,398.25,0.15,1839.196,1593,246.196
T02704,03-04-2024,C094,M,Church Clothing,Fashion,Clothing,North,1,540.94,398.25,0.05,513.893,398.25,115.643
T02611,06-01-2024,C071,M,Church Clothing,Fashion,Clothing,East,5,540.94,398.25,0.1,2434.23,1991.25,442.98
T02591,09-05-2025,C004,M,Church Clothing,Fashion,Clothing,South,3,540.94,398.25,0.05,1541.679,1194.75,346.929
T02548,18-10-2024,C143,M,Church Clothing,Fashion,Clothing,North,2,540.94,398.25,0.15,919.598,796.5,123.098
T02474,04-06-2024,C089,F,Church Clothing,Fashion,Clothing,West,2,540.94,398.25,0.1,973.692,796.5,177.192
T02448,19-08-2024,C156,M,Church Clothing,Fashion,Clothing,West,1,540.94,398.25,0.1,486.846,398.25,88.596
T02399,23-06-2024,C124,F,Church Clothing,Fashion,Clothing,West,5,540.94,398.25,0.05,2569.465,1991.25,578.215
T02397,22-07-2025,C168,M,Church Clothing,Fashion,Clothing,East,4,540.94,398.25,0.15,1839.196,1593,246.196
T02354,22-12-2024,C007,M,Church Clothing,Fashion,Clothing,West,2,540.94,398.25,0.1,973.692,796.5,177.192
T02337,12-11-2024,C183,M,Church Clothing,Fashion,Clothing,West,1,540.94,398.25,0.1,486.846,398.25,88.596
T02335,21-08-2025,C007,M,Church Clothing,Fashion,Clothing,East,1,540.94,398.25,0.05,513.893,398.25,115.643
T02213,10-01-2025,C032,M,Church Clothing,Fashion,Clothing,East,5,540.94,398.25,0,2704.7,1991.25,713.45
T02193,01-02-2024,C002,M,Church Clothing,Fashion,Clothing,North,3,540.94,398.25,0,1622.82,1194.75,428.07
T02181,18-12-2023,C057,F,Church Clothing,Fashion,Clothing,East,3,540.94,398.25,0.15,1379.397,1194.75,184.647
T02154,23-02-2025,C191,F,Church Clothing,Fashion,Clothing,South,2,540.94,398.25,0,1081.88,796.5,285.38
T02004,25-06-2025,C106,F,Church Clothing,Fashion,Clothing,West,4,540.94,398.25,0,2163.76,1593,570.76
T01947,02-06-2025,C041,F,Church Clothing,Fashion,Clothing,East,2,540.94,398.25,0,1081.88,796.5,285.38
T01941,07-06-2025,C124,F,Church Clothing,Fashion,Clothing,North,5,540.94,398.25,0,2704.7,1991.25,713.45
T01857,16-06-2025,C130,M,Church Clothing,Fashion,Clothing,West,3,540.94,398.25,0.05,1541.679,1194.75,346.929
T01823,09-09-2024,C134,F,Church Clothing,Fashion,Clothing,East,5,540.94,398.25,0.05,2569.465,1991.25,578.215
T01815,31-12-2023,C172,F,Church Clothing,Fashion,Clothing,South,2,540.94,398.25,0.15,919.598,796.5,123.098
T01804,05-01-2025,C180,F,Church Clothing,Fashion,Clothing,East,3,540.94,398.25,0.15,1379.397,1194.75,184.647
T01683,22-11-2023,C010,M,Church Clothing,Fashion,Clothing,East,2,540.94,398.25,0.1,973.692,796.5,177.192
T01612,23-02-2025,C181,F,Church Clothing,Fashion,Clothing,East,2,540.94,398.25,0,1081.88,796.5,285.38
T01578,11-09-2024,C107,F,Church Clothing,Fashion,Clothing,South,5,540.94,398.25,0.1,2434.23,1991.25,442.98
T01569,15-02-2024,C060,M,Church Clothing,Fashion,Clothing,North,3,540.94,398.25,0,1622.82,1194.75,428.07
T01532,12-10-2024,C022,M,Church Clothing,Fashion,Clothing,West,3,540.94,398.25,0.15,1379.397,1194.75,184.647
T01428,07-03-2024,C082,M,Church Clothing,Fashion,Clothing,North,4,540.94,398.25,0.05,2055.572,1593,462.572
T01423,11-05-2025,C130,M,Church Clothing,Fashion,Clothing,South,3,540.94,398.25,0.15,1379.397,1194.75,184.647
T01240,13-10-2024,C051,F,Church Clothing,Fashion,Clothing,West,2,540.94,398.25,0,1081.88,796.5,285.38
T01071,06-03-2025,C048,M,Church Clothing,Fashion,Clothing,East,1,540.94,398.25,0.1,486.846,398.25,88.596
T01024,04-12-2024,C051,F,Church Clothing,Fashion,Clothing,East,4,540.94,398.25,0,2163.76,1593,570.76
T01019,27-06-2024,C044,M,Church Clothing,Fashion,Clothing,South,3,540.94,398.25,0.05,1541.679,1194.75,346.929
